Season,Date,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,HomeTeamxG,AwayTeamxG
2021,2022-04-20,Osasuna,Real Madrid,1,3,0.872915,4.60461
2021,2022-04-21,Levante,Sevilla,2,3,2.62106,2.46009
2021,2022-04-29,Sevilla,Cadiz,1,1,0.873458,0.899478
2021,2022-04-30,Alaves,Villarreal,2,1,1.85307,1.14043
2021,2022-04-30,Valencia,Levante,1,1,0.737326,1.70278
2021,2022-05-01,Elche,Osasuna,1,1,0.80936,1.11898
2021,2022-05-01,Barcelona,Mallorca,2,1,1.64114,1.23981
2021,2022-05-07,Cadiz,Elche,3,0,2.02383,0.0634173
2021,2022-05-07,Mallorca,Granada,2,6,1.77941,2.64631
2021,2022-05-08,Villarreal,Sevilla,1,1,2.70051,0.986887
2021,2022-05-11,Osasuna,Getafe,1,1,0.608205,0.582724
2021,2022-05-11,Sevilla,Mallorca,0,0,1.65199,0.553368
2021,2022-05-12,Real Madrid,Levante,6,0,4.89552,0.695945
2021,2022-05-15,Cadiz,Real Madrid,1,1,2.66633,1.92483
2021,2022-05-15,Getafe,Barcelona,0,0,0.237476,0.19547
2021,2022-05-15,Levante,Alaves,3,1,2.14717,0.571687
2021,2022-05-22,Barcelona,Villarreal,0,2,0.628178,0.68657
2021,2022-05-22,Osasuna,Mallorca,0,2,0.897014,1.2351
2021,2022-05-22,Alaves,Cadiz,0,1,0.391505,1.84089
2021,2022-05-22,Elche,Getafe,3,1,3.02536,1.06857
2022,2022-08-12,Osasuna,Sevilla,2,1,1.35571,0.965574
2022,2022-08-14,Valencia,Girona,1,0,1.87878,0.132198
2022,2022-08-14,Almeria,Real Madrid,1,2,0.80073,3.11412
2022,2022-08-20,Osasuna,Cadiz,2,0,2.92362,1.01741
2022,2022-08-22,Elche,Almeria,1,1,0.899007,0.969747
2022,2022-08-22,Girona,Getafe,3,1,1.52171,0.692785
2022,2022-08-27,Almeria,Sevilla,2,1,2.15407,1.37889
2022,2022-08-28,Getafe,Villarreal,0,0,0.273957,1.13195
2022,2022-09-03,Sevilla,Barcelona,0,3,0.829157,4.67838
2022,2022-09-03,Mallorca,Girona,1,1,0.895835,1.09499
2022,2022-09-04,Villarreal,Elche,4,0,3.5829,0.21919
2022,2022-09-04,Valencia,Getafe,5,1,2.92757,0.572495
2022,2022-09-10,Cadiz,Barcelona,0,4,0.24818,2.66856
2022,2022-09-11,Real Madrid,Mallorca,4,1,2.21791,0.950984
2022,2022-09-12,Almeria,Osasuna,0,1,0.166505,2.14
2022,2022-09-17,Mallorca,Almeria,1,0,0.968715,0.297582
2022,2022-09-17,Barcelona,Elche,3,0,5.17903,0.0129931
2022,2022-09-18,Osasuna,Getafe,0,2,1.1323,1.43239
2022,2022-09-18,Villarreal,Sevilla,1,1,2.10358,0.436539
2022,2022-10-01,Mallorca,Barcelona,0,1,0.925106,0.636371
2022,2022-10-01,Cadiz,Villarreal,0,0,1.06071,1.43089
2022,2022-10-02,Real Madrid,Osasuna,1,1,2.56301,0.466155
2022,2022-10-07,Osasuna,Valencia,1,2,1.96282,2.73352
2022,2022-10-08,Getafe,Real Madrid,0,1,0.262283,1.48053
2022,2022-10-10,Elche,Mallorca,1,1,0.334856,2.69714
2022,2022-10-15,Girona,Cadiz,1,1,2.36044,1.3467
2022,2022-10-15,Valencia,Elche,2,2,3.04132,1.30317
2022,2022-10-15,Mallorca,Sevilla,0,1,1.41043,0.176713
2022,2022-10-16,Real Madrid,Barcelona,3,1,1.46965,1.66548
2022,2022-10-17,Villarreal,Osasuna,2,0,2.15273,0.33234
2022,2022-10-18,Sevilla,Valencia,1,1,1.19743,1.71123
2022,2022-10-19,Elche,Real Madrid,0,3,1.04972,1.6151
2022,2022-10-20,Almeria,Girona,3,2,2.08595,2.65444
