Season,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,HomeTeamxG,AwayTeamxG
2022,Fulham,Southampton,2,1,1.63,0.54
2022,Man City,Everton,1,1,4.69,1.53
2022,Newcastle,Leeds,0,0,3.61,0.98
2022,Brighton,Arsenal,2,4,2.65,2.85
2022,Tottenham,Aston Villa,0,2,1.78,1.43
2022,Nott'm Forest,Chelsea,1,1,0.92,1.08
2022,Brentford,Liverpool,3,1,2.38,2.17
2022,Arsenal,Newcastle,0,0,3.71,2.75
2022,Everton,Brighton,1,4,1.03,1.13
2022,Leicester,Fulham,0,1,1.59,1.52
2022,Man United,Bournemouth,3,0,2.63,0.2
2022,Southampton,Nott'm Forest,0,1,1.56,0.71
2022,Leeds,West Ham,2,2,1.43,0.67
2022,Aston Villa,Wolves,1,1,2.09,0.35
2022,Crystal Palace,Tottenham,0,4,1.16,2.17
2022,Chelsea,Man City,0,1,1.3,3.92
2022,Fulham,Chelsea,2,1,2.06,1.26
2022,Aston Villa,Leeds,2,1,1.92,0.96
2022,Man United,Man City,2,1,3.12,3.83
2022,Brighton,Liverpool,3,0,2.36,2.52
2022,Everton,Southampton,1,2,1.39,1.08
2022,Nott'm Forest,Leicester,2,0,1.17,0.61
2022,Wolves,West Ham,1,0,1.47,0.63
2022,Brentford,Bournemouth,2,0,2.23,0.44
2022,Chelsea,Crystal Palace,1,0,1.34,1.22
2022,Newcastle,Fulham,1,0,3.59,1.55
2022,Tottenham,Arsenal,0,2,2.44,2.92
2022,Crystal Palace,Man United,1,1,1.29,2.16
2022,Man City,Tottenham,4,2,5.0,1.07
2022,Liverpool,Chelsea,0,0,2.9,1.34
2022,Bournemouth,Nott'm Forest,1,1,0.78,1.24
2022,Leicester,Brighton,2,2,1.21,1.88
2022,Southampton,Aston Villa,0,1,0.77,1.5
2022,West Ham,Everton,2,0,0.9,0.3
2022,Crystal Palace,Newcastle,0,0,1.94,2.49
2022,Leeds,Brentford,0,0,0.69,0.95
2022,Man City,Wolves,3,0,4.58,0.26
2022,Arsenal,Man United,3,2,4.03,2.17
2022,Fulham,Tottenham,0,1,1.51,2.29
2022,Chelsea,Fulham,0,0,1.71,1.29
2022,Everton,Arsenal,1,0,0.2,3.56
2022,Aston Villa,Leicester,2,4,1.38,0.44
2022,Brentford,Southampton,3,0,2.49,1.52
2022,Brighton,Bournemouth,1,0,2.78,0.9
2022,Man United,Crystal Palace,2,1,2.48,1.4
2022,Wolves,Liverpool,3,0,1.17,2.25
2022,Newcastle,West Ham,1,1,3.51,1.01
2022,Nott'm Forest,Leeds,1,0,0.68,0.73
2022,Tottenham,Man City,1,0,1.28,3.81
2022,Man United,Leeds,2,2,1.93,0.44
2022,West Ham,Chelsea,1,1,1.35,1.58
2022,Arsenal,Brentford,1,1,3.77,1.15
2022,Crystal Palace,Brighton,1,1,1.03,2.16
2022,Fulham,Nott'm Forest,2,0,1.41,0.68
2022,Leicester,Tottenham,4,1,1.46,1.16
2022,Southampton,Wolves,1,2,0.87,0.25
2022,Bournemouth,Newcastle,1,1,0.67,2.89
2022,Leeds,Man United,0,2,0.48,1.98
2022,Man City,Aston Villa,3,1,4.8,1.69
2022,Liverpool,Everton,2,0,2.77,1.28
2022,Arsenal,Man City,1,3,3.5,3.7
2022,Aston Villa,Arsenal,2,4,1.91,2.95
2022,Brentford,Crystal Palace,1,1,2.14,1.12
2022,Brighton,Fulham,0,1,2.05,1.17
2022,Chelsea,Southampton,0,1,0.87,1.28
2022,Everton,Leeds,1,0,0.57,0.59
2022,Nott'm Forest,Man City,1,1,0.69,4.16
2022,Wolves,Bournemouth,0,1,0.8,1.14
2022,Newcastle,Liverpool,0,2,3.24,2.25
2022,Man United,Leicester,3,0,1.98,1.76
2022,Tottenham,West Ham,2,0,1.46,1.14
2022,Fulham,Wolves,1,1,1.97,0.87
2022,Everton,Aston Villa,0,2,0.94,1.45
2022,Leeds,Southampton,1,0,1.05,0.61
2022,Leicester,Arsenal,0,1,1.6,3.54
2022,West Ham,Nott'm Forest,4,0,1.09,0.27
2022,Bournemouth,Man City,1,4,0.85,4.75
2022,Crystal Palace,Liverpool,0,0,1.1,2.73
2022,Tottenham,Chelsea,2,0,2.46,0.9
2022,Arsenal,Everton,4,0,3.65,1.38
2022,Liverpool,Wolves,2,0,2.56,0.65
2022,Man City,Newcastle,2,0,4.6,2.43
2022,Arsenal,Bournemouth,3,2,3.23,0.28
2022,Aston Villa,Crystal Palace,1,0,1.88,0.83
2022,Brighton,West Ham,4,0,2.37,0.49
2022,Chelsea,Leeds,1,0,1.48,1.12
2022,Wolves,Tottenham,1,0,0.2,1.63
2022,Southampton,Leicester,1,0,1.26,0.59
2022,Nott'm Forest,Everton,2,2,1.53,0.95
2022,Liverpool,Man United,7,0,2.45,1.8
2022,Brentford,Fulham,3,2,2.32,1.43
2022,Bournemouth,Liverpool,1,0,1.07,1.83
2022,Everton,Brentford,1,0,1.07,1.21
2022,Leeds,Brighton,2,2,1.0,1.52
2022,Leicester,Chelsea,1,3,1.01,1.52
2022,Tottenham,Nott'm Forest,3,1,2.26,0.97
2022,Crystal Palace,Man City,0,1,1.0,3.73
2022,Fulham,Arsenal,0,3,2.18,2.81
2022,Man United,Southampton,0,0,3.09,0.8
2022,West Ham,Aston Villa,1,1,1.36,1.39
2022,Newcastle,Wolves,2,1,3.52,0.67
2022,Brighton,Crystal Palace,1,0,2.54,1.44
2022,Southampton,Brentford,0,2,0.56,1.24
2022,Nott'm Forest,Newcastle,1,2,0.3,2.96
2022,Aston Villa,Bournemouth,3,0,1.48,0.2
2022,Brentford,Leicester,1,1,2.26,1.89
2022,Southampton,Tottenham,3,3,0.83,1.79
2022,Wolves,Leeds,2,4,0.93,0.8
2022,Chelsea,Everton,2,2,1.69,0.7
2022,Arsenal,Crystal Palace,4,1,3.55,1.21
2022,Man City,Liverpool,4,1,4.57,2.5
2022,Arsenal,Leeds,4,1,3.39,0.57
2022,Bournemouth,Fulham,2,1,1.07,1.09
2022,Brighton,Brentford,3,3,2.3,1.7
2022,Crystal Palace,Leicester,2,1,1.76,1.18
2022,Nott'm Forest,Wolves,1,1,0.93,1.01
2022,Chelsea,Aston Villa,0,2,1.85,1.69
2022,West Ham,Southampton,1,0,1.29,0.21
2022,Newcastle,Man United,2,0,3.1,1.71
2022,Everton,Tottenham,1,1,0.79,1.43
2022,Bournemouth,Brighton,0,2,0.9,2.02
2022,Leeds,Nott'm Forest,2,1,1.01,0.92
2022,Leicester,Aston Villa,1,2,1.29,0.81
2022,Chelsea,Liverpool,0,0,1.04,2.1
2022,Man United,Brentford,1,0,1.85,1.91
2022,West Ham,Newcastle,1,5,1.82,3.21
2022,Man United,Everton,2,0,2.2,1.33
2022,Aston Villa,Nott'm Forest,2,0,1.92,0.64
2022,Brentford,Newcastle,1,2,1.91,2.68
2022,Fulham,West Ham,0,1,1.62,1.09
2022,Leicester,Bournemouth,0,1,1.32,0.7
2022,Tottenham,Brighton,2,1,2.03,2.25
2022,Wolves,Chelsea,1,0,1.23,0.57
2022,Southampton,Man City,1,4,0.2,4.17
2022,Leeds,Crystal Palace,1,5,0.56,1.02
2022,Liverpool,Arsenal,2,2,2.28,2.13
2022,Aston Villa,Newcastle,3,0,2.06,3.05
2022,Chelsea,Brighton,1,2,1.16,0.93
2022,Everton,Fulham,1,3,0.82,1.54
2022,Southampton,Crystal Palace,0,2,0.31,1.17
2022,Tottenham,Bournemouth,2,3,1.87,0.91
2022,Wolves,Brentford,2,0,0.94,1.36
2022,Man City,Leicester,3,1,5.0,0.96
2022,West Ham,Arsenal,2,2,1.28,2.44
2022,Nott'm Forest,Man United,0,2,0.79,1.51
2022,Leeds,Liverpool,1,6,0.98,2.75
2022,Arsenal,Southampton,3,3,2.97,0.2
2022,Fulham,Leeds,2,1,2.27,0.76
2022,Brentford,Aston Villa,1,1,1.89,1.86
2022,Crystal Palace,Everton,0,0,1.17,1.44
2022,Leicester,Wolves,2,1,1.5,0.55
2022,Liverpool,Nott'm Forest,3,2,3.45,0.54
2022,Bournemouth,West Ham,0,4,1.14,1.14
2022,Newcastle,Tottenham,6,1,3.93,2.05
2022,Wolves,Crystal Palace,2,0,0.91,0.84
2022,Aston Villa,Fulham,1,0,2.03,1.16
2022,Leeds,Leicester,1,1,1.74,1.06
2022,Nott'm Forest,Brighton,3,1,0.82,1.9
2022,Chelsea,Brentford,0,2,0.89,1.36
2022,West Ham,Liverpool,1,2,1.71,1.92
2022,Man City,Arsenal,4,1,4.44,2.95
2022,Everton,Newcastle,1,4,1.42,3.03
2022,Southampton,Bournemouth,0,1,1.18,0.44
2022,Tottenham,Man United,2,2,1.38,2.35
2022,Crystal Palace,West Ham,4,3,1.26,0.94
2022,Brentford,Nott'm Forest,2,1,2.59,0.95
2022,Brighton,Wolves,6,0,2.45,1.48
2022,Bournemouth,Leeds,4,1,0.65,1.16
2022,Fulham,Man City,1,2,1.77,3.94
2022,Man United,Aston Villa,1,0,2.81,1.67
2022,Newcastle,Southampton,3,1,3.67,1.04
2022,Liverpool,Tottenham,4,3,2.57,1.21
2022,Leicester,Everton,2,2,0.9,0.2
2022,Arsenal,Chelsea,3,1,4.17,0.71
2022,Liverpool,Fulham,1,0,2.62,1.3
2022,Man City,West Ham,3,0,4.91,1.32
2022,Brighton,Man United,1,0,2.59,1.62
2022,Bournemouth,Chelsea,1,3,0.82,1.19
2022,Man City,Leeds,2,1,4.72,1.39
2022,Tottenham,Crystal Palace,1,0,2.05,1.36
2022,Wolves,Aston Villa,1,0,1.13,1.91
2022,Liverpool,Brentford,1,0,2.76,1.25
2022,Newcastle,Arsenal,0,2,3.62,2.53
2022,West Ham,Man United,1,0,1.1,2.03
2022,Fulham,Leicester,5,3,2.18,1.02
2022,Brighton,Everton,1,5,2.4,1.4
2022,Nott'm Forest,Southampton,4,3,1.03,1.58
2022,Leeds,Newcastle,2,2,1.24,2.17
2022,Aston Villa,Tottenham,2,1,2.13,1.63
2022,Chelsea,Nott'm Forest,2,2,1.82,0.99
2022,Crystal Palace,Bournemouth,2,0,1.33,0.28
2022,Man United,Wolves,2,0,2.2,0.42
2022,Southampton,Fulham,0,2,0.63,1.61
2022,Brentford,West Ham,2,0,2.71,1.17
2022,Everton,Man City,0,3,0.59,4.0
2022,Arsenal,Brighton,0,3,3.87,1.62
2022,Leicester,Liverpool,0,3,1.22,2.16
2022,Newcastle,Brighton,4,1,3.2,2.06
2022,Tottenham,Brentford,1,3,1.83,1.85
2022,Bournemouth,Man United,0,1,0.57,1.67
2022,Fulham,Crystal Palace,2,2,2.0,0.97
2022,Liverpool,Aston Villa,1,1,3.3,1.36
2022,Wolves,Everton,1,1,0.98,1.13
2022,Nott'm Forest,Arsenal,1,0,0.45,2.15
2022,West Ham,Leeds,3,1,0.75,1.27
2022,Brighton,Southampton,3,1,2.1,1.56
2022,Man City,Chelsea,1,0,4.61,1.16
2022,Newcastle,Leicester,0,0,4.02,1.71
2022,Brighton,Man City,1,1,3.01,4.27
2022,Man United,Chelsea,4,1,2.63,1.3
2022,Arsenal,Wolves,5,0,3.73,0.53
2022,Aston Villa,Brighton,2,1,1.58,1.83
2022,Brentford,Man City,1,0,2.07,3.69
2022,Chelsea,Newcastle,1,1,1.61,3.12
2022,Crystal Palace,Nott'm Forest,1,1,1.41,1.27
2022,Everton,Bournemouth,1,0,0.61,0.64
2022,Leeds,Tottenham,1,4,0.79,0.85
2022,Leicester,West Ham,2,1,1.24,0.99
2022,Man United,Fulham,2,1,2.81,1.62
2022,Southampton,Liverpool,4,4,0.47,2.8
2023,Burnley,Man City,0,3,1.31,4.02
2023,Arsenal,Nott'm Forest,2,1,5.0,0.65
2023,Bournemouth,West Ham,1,1,1.23,1.48
2023,Brighton,Luton,4,1,2.16,1.37
2023,Everton,Fulham,0,1,1.15,0.83
2023,Sheffield United,Crystal Palace,0,1,0.62,0.71
2023,Newcastle,Aston Villa,5,1,2.43,1.63
2023,Brentford,Tottenham,2,2,1.29,1.08
2023,Chelsea,Liverpool,1,1,2.24,2.65
2023,Man United,Wolves,1,0,1.25,0.2
2023,Nott'm Forest,Sheffield United,2,1,1.22,1.07
2023,Fulham,Brentford,0,3,2.1,1.0
2023,Liverpool,Bournemouth,3,1,3.33,1.25
2023,Wolves,Brighton,1,4,0.95,1.3
2023,Tottenham,Man United,2,0,2.32,1.76
2023,Man City,Newcastle,1,0,4.73,1.78
2023,Aston Villa,Everton,4,0,1.8,0.77
2023,West Ham,Chelsea,3,1,1.29,1.78
2023,Crystal Palace,Arsenal,0,1,1.98,3.96
2023,Chelsea,Luton,3,0,2.58,0.73
2023,Bournemouth,Tottenham,0,2,1.35,1.38
2023,Arsenal,Fulham,2,2,4.45,1.53
2023,Brentford,Crystal Palace,1,1,1.71,1.23
2023,Everton,Wolves,0,1,1.35,1.22
2023,Man United,Nott'm Forest,3,2,1.11,0.8
2023,Brighton,West Ham,1,3,1.77,0.66
2023,Burnley,Aston Villa,1,3,0.99,1.21
2023,Sheffield United,Man City,1,2,0.73,3.8
2023,Newcastle,Liverpool,1,2,1.75,3.24
2023,Luton,West Ham,1,2,0.78,0.81
2023,Sheffield United,Everton,2,2,0.64,1.46
2023,Brentford,Bournemouth,2,2,1.1,1.11
2023,Burnley,Tottenham,2,5,1.04,1.88
2023,Chelsea,Nott'm Forest,0,1,2.12,0.86
2023,Man City,Fulham,5,1,4.48,1.25
2023,Brighton,Newcastle,3,1,1.12,0.83
2023,Crystal Palace,Wolves,3,2,1.81,1.35
2023,Liverpool,Aston Villa,3,0,2.71,1.33
2023,Arsenal,Man United,3,1,5.0,2.05
2023,Wolves,Liverpool,1,3,1.31,2.58
2023,Aston Villa,Crystal Palace,3,1,2.04,1.81
2023,Fulham,Luton,1,0,1.3,0.55
2023,Man United,Brighton,1,3,1.49,0.86
2023,Tottenham,Sheffield United,2,1,2.09,1.02
2023,West Ham,Man City,1,3,1.48,3.72
2023,Newcastle,Brentford,1,0,2.21,0.62
2023,Bournemouth,Chelsea,0,0,1.67,1.62
2023,Everton,Arsenal,0,1,1.26,5.0
2023,Nott'm Forest,Burnley,1,1,1.34,0.45
2023,Crystal Palace,Fulham,0,0,1.51,1.62
2023,Luton,Wolves,1,1,1.07,0.54
2023,Man City,Nott'm Forest,2,0,5.0,0.75
2023,Brentford,Everton,1,3,2.11,1.44
2023,Burnley,Man United,0,1,0.73,1.78
2023,Arsenal,Tottenham,2,2,5.0,1.94
2023,Brighton,Bournemouth,3,1,1.67,0.79
2023,Chelsea,Aston Villa,0,1,1.84,2.04
2023,Liverpool,West Ham,3,1,3.42,0.95
2023,Sheffield United,Newcastle,0,8,0.23,2.0
2023,Aston Villa,Brighton,6,1,2.82,0.82
2023,Bournemouth,Arsenal,0,4,1.37,4.73
2023,Everton,Luton,1,2,1.3,0.98
2023,Man United,Crystal Palace,0,1,1.29,1.48
2023,Newcastle,Burnley,2,0,2.25,1.05
2023,West Ham,Sheffield United,2,0,1.78,1.36
2023,Wolves,Man City,2,1,1.5,3.93
2023,Tottenham,Liverpool,2,1,2.12,2.71
2023,Nott'm Forest,Brentford,1,1,1.35,1.06
2023,Fulham,Chelsea,0,2,1.58,2.11
2023,Luton,Burnley,1,2,0.68,1.11
2023,Luton,Tottenham,0,1,1.49,1.6
2023,Burnley,Chelsea,1,4,0.2,1.44
2023,Everton,Bournemouth,3,0,1.78,1.08
2023,Fulham,Sheffield United,3,1,1.17,0.28
2023,Man United,Brentford,2,1,1.95,1.35
2023,Crystal Palace,Nott'm Forest,0,0,1.57,0.86
2023,Brighton,Liverpool,2,2,1.36,2.51
2023,West Ham,Newcastle,2,2,1.93,1.74
2023,Wolves,Aston Villa,1,1,1.72,2.21
2023,Arsenal,Man City,1,0,5.0,3.66
2023,Liverpool,Everton,2,0,3.68,1.05
2023,Bournemouth,Wolves,1,2,1.04,1.15
2023,Brentford,Burnley,3,0,1.04,1.13
2023,Man City,Brighton,2,1,4.6,1.27
2023,Newcastle,Crystal Palace,4,0,2.41,1.24
2023,Nott'm Forest,Luton,2,2,1.44,0.66
2023,Chelsea,Arsenal,2,2,2.37,3.77
2023,Sheffield United,Man United,1,2,0.61,2.01
2023,Aston Villa,West Ham,4,1,1.75,0.86
2023,Tottenham,Fulham,2,0,2.23,1.28
2023,Crystal Palace,Tottenham,1,2,1.78,1.81
2023,Chelsea,Brentford,0,2,2.28,1.55
2023,Arsenal,Sheffield United,5,0,5.0,0.37
2023,Bournemouth,Burnley,2,1,1.6,1.37
2023,Wolves,Newcastle,2,2,1.25,1.51
2023,West Ham,Everton,0,1,1.76,1.02
2023,Aston Villa,Luton,3,1,1.34,1.12
